userId,title,rating,genres
28,Independence Day (a.k.a. ID4) (1996),4.0,Action|Adventure|Sci-Fi|Thriller
28,"Godfather, The (1972)",5.0,Crime|Drama
28,Die Hard (1988),5.0,Action|Crime|Thriller
28,Reservoir Dogs (1992),5.0,Crime|Mystery|Thriller
28,E.T. the Extra-Terrestrial (1982),4.0,Children|Drama|Sci-Fi
28,Monty Python and the Holy Grail (1975),5.0,Adventure|Comedy|Fantasy
28,One Flew Over the Cuckoo's Nest (1975),4.0,Drama
28,Star Wars: Episode V - The Empire Strikes Back (1980),5.0,Action|Adventure|Sci-Fi
28,"Princess Bride, The (1987)",5.0,Action|Adventure|Comedy|Fantasy|Romance
28,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),5.0,Action|Adventure
28,Aliens (1986),5.0,Action|Adventure|Horror|Sci-Fi
28,Star Wars: Episode VI - Return of the Jedi (1983),5.0,Action|Adventure|Sci-Fi
28,Goodfellas (1990),5.0,Crime|Drama
28,Alien (1979),5.0,Horror|Sci-Fi
28,"Godfather: Part II, The (1974)",5.0,Crime|Drama
28,"Terminator, The (1984)",5.0,Action|Sci-Fi|Thriller
28,Groundhog Day (1993),4.0,Comedy|Fantasy|Romance
28,Back to the Future (1985),5.0,Adventure|Comedy|Sci-Fi
28,Indiana Jones and the Last Crusade (1989),4.0,Action|Adventure
28,"Fifth Element, The (1997)",5.0,Action|Adventure|Comedy|Sci-Fi
28,Men in Black (a.k.a. MIB) (1997),4.0,Action|Comedy|Sci-Fi
28,"Truman Show, The (1998)",4.0,Comedy|Drama|Sci-Fi
28,Good Will Hunting (1997),5.0,Drama|Romance
28,Titanic (1997),4.0,Drama|Romance
28,Saving Private Ryan (1998),5.0,Action|Drama|War
28,American History X (1998),5.0,Crime|Drama
28,"Matrix, The (1999)",5.0,Action|Sci-Fi|Thriller
28,"Sixth Sense, The (1999)",3.0,Drama|Horror|Mystery
28,American Beauty (1999),5.0,Drama|Romance
28,Fight Club (1999),5.0,Action|Crime|Drama|Thriller
28,Gladiator (2000),5.0,Action|Adventure|Drama
28,X-Men (2000),4.0,Action|Adventure|Sci-Fi
28,Memento (2000),5.0,Mystery|Thriller
28,Shrek (2001),4.0,Adventure|Animation|Children|Comedy|Fantasy|Romance
28,"Monsters, Inc. (2001)",4.0,Adventure|Animation|Children|Comedy|Fantasy
28,Ocean's Eleven (2001),4.0,Crime|Thriller
28,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",5.0,Comedy|Romance
28,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0,Adventure|Fantasy
28,"Beautiful Mind, A (2001)",4.0,Drama|Romance
28,"Lord of the Rings: The Two Towers, The (2002)",5.0,Adventure|Fantasy
28,Finding Nemo (2003),4.5,Adventure|Animation|Children|Comedy
28,Pirates of the Caribbean: The Curse of the Black Pearl (2003),4.5,Action|Adventure|Comedy|Fantasy
28,Kill Bill: Vol. 1 (2003),4.0,Action|Crime|Thriller
28,"Lord of the Rings: The Return of the King, The (2003)",4.0,Action|Adventure|Drama|Fantasy
28,Eternal Sunshine of the Spotless Mind (2004),4.5,Drama|Romance|Sci-Fi
28,"Incredibles, The (2004)",4.0,Action|Adventure|Animation|Children|Comedy
28,Batman Begins (2005),4.5,Action|Crime|IMAX
28,"Dark Knight, The (2008)",4.0,Action|Crime|Drama|IMAX
28,WALL·E (2008),4.5,Adventure|Animation|Children|Romance|Sci-Fi
28,Inception (2010),5.0,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
65,Toy Story (1995),2.0,Adventure|Animation|Children|Comedy|Fantasy
65,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),2.0,Mystery|Sci-Fi|Thriller
65,Seven (a.k.a. Se7en) (1995),5.0,Mystery|Thriller
65,"Usual Suspects, The (1995)",4.0,Crime|Mystery|Thriller
65,Braveheart (1995),4.0,Action|Drama|War
65,Apollo 13 (1995),3.0,Adventure|Drama|IMAX
65,Star Wars: Episode IV - A New Hope (1977),4.0,Action|Adventure|Sci-Fi
65,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),3.0,Action|Crime|Drama|Thriller
65,Pulp Fiction (1994),4.5,Comedy|Crime|Drama|Thriller
65,"Shawshank Redemption, The (1994)",4.5,Crime|Drama
65,Ace Ventura: Pet Detective (1994),1.0,Comedy
65,Forrest Gump (1994),5.0,Comedy|Drama|Romance|War
65,"Lion King, The (1994)",3.0,Adventure|Animation|Children|Drama|Musical|IMAX
65,"Mask, The (1994)",2.0,Action|Comedy|Crime|Fantasy
65,Speed (1994),2.5,Action|Romance|Thriller
65,True Lies (1994),3.5,Action|Adventure|Comedy|Romance|Thriller
65,"Fugitive, The (1993)",2.5,Thriller
65,Jurassic Park (1993),2.0,Action|Adventure|Sci-Fi|Thriller
65,Mrs. Doubtfire (1993),4.0,Comedy|Drama
65,Schindler's List (1993),4.5,Drama|War
65,Aladdin (1992),1.0,Adventure|Animation|Children|Comedy|Musical
65,Terminator 2: Judgment Day (1991),3.5,Action|Sci-Fi
65,Dances with Wolves (1990),3.0,Adventure|Drama|Western
65,Batman (1989),2.0,Action|Crime|Thriller
65,"Silence of the Lambs, The (1991)",5.0,Crime|Horror|Thriller
65,Beauty and the Beast (1991),1.0,Animation|Children|Fantasy|Musical|Romance|IMAX
65,Pretty Woman (1990),1.5,Comedy|Romance
65,Fargo (1996),4.5,Comedy|Crime|Drama|Thriller
65,Mission: Impossible (1996),3.0,Action|Adventure|Mystery|Thriller
65,Independence Day (a.k.a. ID4) (1996),2.0,Action|Adventure|Sci-Fi|Thriller
65,"Godfather, The (1972)",5.0,Crime|Drama
65,Die Hard (1988),4.0,Action|Crime|Thriller
65,Reservoir Dogs (1992),4.0,Crime|Mystery|Thriller
65,E.T. the Extra-Terrestrial (1982),2.0,Children|Drama|Sci-Fi
65,One Flew Over the Cuckoo's Nest (1975),4.0,Drama
65,Star Wars: Episode V - The Empire Strikes Back (1980),2.0,Action|Adventure|Sci-Fi
65,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.0,Action|Adventure
65,Aliens (1986),1.0,Action|Adventure|Horror|Sci-Fi
65,Star Wars: Episode VI - Return of the Jedi (1983),2.0,Action|Adventure|Sci-Fi
65,Goodfellas (1990),4.0,Crime|Drama
65,Alien (1979),3.0,Horror|Sci-Fi
65,"Godfather: Part II, The (1974)",4.5,Crime|Drama
65,"Terminator, The (1984)",4.0,Action|Sci-Fi|Thriller
65,Groundhog Day (1993),4.0,Comedy|Fantasy|Romance
65,Back to the Future (1985),4.0,Adventure|Comedy|Sci-Fi
65,Indiana Jones and the Last Crusade (1989),2.0,Action|Adventure
65,"Fifth Element, The (1997)",2.0,Action|Adventure|Comedy|Sci-Fi
65,Men in Black (a.k.a. MIB) (1997),3.0,Action|Comedy|Sci-Fi
65,"Truman Show, The (1998)",2.5,Comedy|Drama|Sci-Fi
65,Good Will Hunting (1997),3.0,Drama|Romance
65,Titanic (1997),4.5,Drama|Romance
65,Saving Private Ryan (1998),4.5,Action|Drama|War
65,American History X (1998),3.5,Crime|Drama
65,"Matrix, The (1999)",3.0,Action|Sci-Fi|Thriller
65,"Sixth Sense, The (1999)",4.5,Drama|Horror|Mystery
65,American Beauty (1999),4.0,Drama|Romance
65,Fight Club (1999),3.0,Action|Crime|Drama|Thriller
65,Gladiator (2000),3.0,Action|Adventure|Drama
65,X-Men (2000),1.0,Action|Adventure|Sci-Fi
65,Memento (2000),3.5,Mystery|Thriller
65,Shrek (2001),2.5,Adventure|Animation|Children|Comedy|Fantasy|Romance
65,"Monsters, Inc. (2001)",3.0,Adventure|Animation|Children|Comedy|Fantasy
65,Ocean's Eleven (2001),2.5,Crime|Thriller
65,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.0,Comedy|Romance
65,"Lord of the Rings: The Fellowship of the Ring, The (2001)",3.0,Adventure|Fantasy
65,"Beautiful Mind, A (2001)",3.0,Drama|Romance
65,"Lord of the Rings: The Two Towers, The (2002)",3.0,Adventure|Fantasy
65,Finding Nemo (2003),3.0,Adventure|Animation|Children|Comedy
65,Pirates of the Caribbean: The Curse of the Black Pearl (2003),2.0,Action|Adventure|Comedy|Fantasy
65,Kill Bill: Vol. 1 (2003),4.0,Action|Crime|Thriller
65,"Lord of the Rings: The Return of the King, The (2003)",3.0,Action|Adventure|Drama|Fantasy
65,Eternal Sunshine of the Spotless Mind (2004),3.0,Drama|Romance|Sci-Fi
65,"Incredibles, The (2004)",2.5,Action|Adventure|Animation|Children|Comedy
188,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
188,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),5.0,Mystery|Sci-Fi|Thriller
188,Seven (a.k.a. Se7en) (1995),4.5,Mystery|Thriller
188,"Usual Suspects, The (1995)",4.5,Crime|Mystery|Thriller
188,Apollo 13 (1995),4.0,Adventure|Drama|IMAX
188,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
188,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),5.0,Action|Crime|Drama|Thriller
188,Pulp Fiction (1994),4.0,Comedy|Crime|Drama|Thriller
188,"Shawshank Redemption, The (1994)",4.5,Crime|Drama
188,Ace Ventura: Pet Detective (1994),3.5,Comedy
188,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
188,"Lion King, The (1994)",3.0,Adventure|Animation|Children|Drama|Musical|IMAX
188,"Mask, The (1994)",2.5,Action|Comedy|Crime|Fantasy
188,Speed (1994),3.0,Action|Romance|Thriller
188,True Lies (1994),4.0,Action|Adventure|Comedy|Romance|Thriller
188,"Fugitive, The (1993)",4.0,Thriller
188,Jurassic Park (1993),5.0,Action|Adventure|Sci-Fi|Thriller
188,Mrs. Doubtfire (1993),4.0,Comedy|Drama
188,Schindler's List (1993),5.0,Drama|War
188,Blade Runner (1982),3.0,Action|Sci-Fi|Thriller
188,Aladdin (1992),3.0,Adventure|Animation|Children|Comedy|Musical
188,Batman (1989),5.0,Action|Crime|Thriller
188,"Silence of the Lambs, The (1991)",5.0,Crime|Horror|Thriller
188,Beauty and the Beast (1991),3.0,Animation|Children|Fantasy|Musical|Romance|IMAX
188,Pretty Woman (1990),3.0,Comedy|Romance
188,Fargo (1996),3.0,Comedy|Crime|Drama|Thriller
188,Mission: Impossible (1996),4.5,Action|Adventure|Mystery|Thriller
188,Independence Day (a.k.a. ID4) (1996),3.0,Action|Adventure|Sci-Fi|Thriller
188,"Godfather, The (1972)",5.0,Crime|Drama
188,Die Hard (1988),3.5,Action|Crime|Thriller
188,Reservoir Dogs (1992),5.0,Crime|Mystery|Thriller
188,E.T. the Extra-Terrestrial (1982),5.0,Children|Drama|Sci-Fi
188,Monty Python and the Holy Grail (1975),1.5,Adventure|Comedy|Fantasy
188,One Flew Over the Cuckoo's Nest (1975),4.0,Drama
188,Star Wars: Episode V - The Empire Strikes Back (1980),4.5,Action|Adventure|Sci-Fi
188,"Princess Bride, The (1987)",3.0,Action|Adventure|Comedy|Fantasy|Romance
188,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),5.0,Action|Adventure
188,Star Wars: Episode VI - Return of the Jedi (1983),4.5,Action|Adventure|Sci-Fi
188,Goodfellas (1990),5.0,Crime|Drama
188,Alien (1979),4.0,Horror|Sci-Fi
188,"Terminator, The (1984)",3.5,Action|Sci-Fi|Thriller
188,Groundhog Day (1993),3.0,Comedy|Fantasy|Romance
188,Back to the Future (1985),4.0,Adventure|Comedy|Sci-Fi
188,Indiana Jones and the Last Crusade (1989),5.0,Action|Adventure
188,"Fifth Element, The (1997)",4.5,Action|Adventure|Comedy|Sci-Fi
188,Men in Black (a.k.a. MIB) (1997),3.0,Action|Comedy|Sci-Fi
188,"Truman Show, The (1998)",5.0,Comedy|Drama|Sci-Fi
188,Good Will Hunting (1997),5.0,Drama|Romance
188,Titanic (1997),4.5,Drama|Romance
188,Saving Private Ryan (1998),5.0,Action|Drama|War
188,American History X (1998),3.0,Crime|Drama
188,"Matrix, The (1999)",5.0,Action|Sci-Fi|Thriller
188,"Sixth Sense, The (1999)",4.0,Drama|Horror|Mystery
188,American Beauty (1999),5.0,Drama|Romance
188,Fight Club (1999),5.0,Action|Crime|Drama|Thriller
188,Memento (2000),4.5,Mystery|Thriller
188,Shrek (2001),2.5,Adventure|Animation|Children|Comedy|Fantasy|Romance
188,"Monsters, Inc. (2001)",3.5,Adventure|Animation|Children|Comedy|Fantasy
188,Ocean's Eleven (2001),5.0,Crime|Thriller
188,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",5.0,Comedy|Romance
188,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.5,Adventure|Fantasy
188,"Beautiful Mind, A (2001)",3.5,Drama|Romance
188,"Lord of the Rings: The Two Towers, The (2002)",4.0,Adventure|Fantasy
188,Finding Nemo (2003),4.5,Adventure|Animation|Children|Comedy
188,Pirates of the Caribbean: The Curse of the Black Pearl (2003),5.0,Action|Adventure|Comedy|Fantasy
188,Kill Bill: Vol. 1 (2003),5.0,Action|Crime|Thriller
188,"Lord of the Rings: The Return of the King, The (2003)",4.0,Action|Adventure|Drama|Fantasy
188,Eternal Sunshine of the Spotless Mind (2004),5.0,Drama|Romance|Sci-Fi
188,"Incredibles, The (2004)",5.0,Action|Adventure|Animation|Children|Comedy
188,Batman Begins (2005),3.5,Action|Crime|IMAX
188,"Dark Knight, The (2008)",4.5,Action|Crime|Drama|IMAX
188,WALL·E (2008),4.0,Adventure|Animation|Children|Romance|Sci-Fi
265,Toy Story (1995),5.0,Adventure|Animation|Children|Comedy|Fantasy
265,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),5.0,Mystery|Sci-Fi|Thriller
265,Seven (a.k.a. Se7en) (1995),5.0,Mystery|Thriller
265,"Usual Suspects, The (1995)",5.0,Crime|Mystery|Thriller
265,Braveheart (1995),3.0,Action|Drama|War
265,Star Wars: Episode IV - A New Hope (1977),5.0,Action|Adventure|Sci-Fi
265,Pulp Fiction (1994),5.0,Comedy|Crime|Drama|Thriller
265,"Shawshank Redemption, The (1994)",5.0,Crime|Drama
265,Ace Ventura: Pet Detective (1994),3.5,Comedy
265,Forrest Gump (1994),4.0,Comedy|Drama|Romance|War
265,"Lion King, The (1994)",4.0,Adventure|Animation|Children|Drama|Musical|IMAX
265,"Mask, The (1994)",4.0,Action|Comedy|Crime|Fantasy
265,Speed (1994),4.0,Action|Romance|Thriller
265,True Lies (1994),4.0,Action|Adventure|Comedy|Romance|Thriller
265,"Fugitive, The (1993)",4.5,Thriller
265,Jurassic Park (1993),4.5,Action|Adventure|Sci-Fi|Thriller
265,Mrs. Doubtfire (1993),4.0,Comedy|Drama
265,Blade Runner (1982),3.5,Action|Sci-Fi|Thriller
265,Aladdin (1992),3.5,Adventure|Animation|Children|Comedy|Musical
265,Terminator 2: Judgment Day (1991),4.0,Action|Sci-Fi
265,Batman (1989),4.0,Action|Crime|Thriller
265,"Silence of the Lambs, The (1991)",4.0,Crime|Horror|Thriller
265,Beauty and the Beast (1991),2.0,Animation|Children|Fantasy|Musical|Romance|IMAX
265,Pretty Woman (1990),3.5,Comedy|Romance
265,Fargo (1996),4.0,Comedy|Crime|Drama|Thriller
265,Mission: Impossible (1996),3.5,Action|Adventure|Mystery|Thriller
265,Independence Day (a.k.a. ID4) (1996),1.5,Action|Adventure|Sci-Fi|Thriller
265,"Godfather, The (1972)",5.0,Crime|Drama
265,Die Hard (1988),5.0,Action|Crime|Thriller
265,Reservoir Dogs (1992),5.0,Crime|Mystery|Thriller
265,E.T. the Extra-Terrestrial (1982),3.0,Children|Drama|Sci-Fi
265,Monty Python and the Holy Grail (1975),5.0,Adventure|Comedy|Fantasy
265,One Flew Over the Cuckoo's Nest (1975),5.0,Drama
265,Star Wars: Episode V - The Empire Strikes Back (1980),5.0,Action|Adventure|Sci-Fi
265,"Princess Bride, The (1987)",5.0,Action|Adventure|Comedy|Fantasy|Romance
265,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),5.0,Action|Adventure
265,Aliens (1986),5.0,Action|Adventure|Horror|Sci-Fi
265,Star Wars: Episode VI - Return of the Jedi (1983),5.0,Action|Adventure|Sci-Fi
265,Goodfellas (1990),5.0,Crime|Drama
265,Alien (1979),5.0,Horror|Sci-Fi
265,"Godfather: Part II, The (1974)",5.0,Crime|Drama
265,"Terminator, The (1984)",3.5,Action|Sci-Fi|Thriller
265,Groundhog Day (1993),5.0,Comedy|Fantasy|Romance
265,Back to the Future (1985),5.0,Adventure|Comedy|Sci-Fi
265,Indiana Jones and the Last Crusade (1989),5.0,Action|Adventure
265,"Fifth Element, The (1997)",4.0,Action|Adventure|Comedy|Sci-Fi
265,Men in Black (a.k.a. MIB) (1997),4.0,Action|Comedy|Sci-Fi
265,"Truman Show, The (1998)",4.5,Comedy|Drama|Sci-Fi
265,Good Will Hunting (1997),3.0,Drama|Romance
265,Titanic (1997),2.5,Drama|Romance
265,Saving Private Ryan (1998),3.5,Action|Drama|War
265,American History X (1998),3.0,Crime|Drama
265,"Matrix, The (1999)",5.0,Action|Sci-Fi|Thriller
265,"Sixth Sense, The (1999)",4.0,Drama|Horror|Mystery
265,American Beauty (1999),4.0,Drama|Romance
265,Fight Club (1999),5.0,Action|Crime|Drama|Thriller
265,Gladiator (2000),2.0,Action|Adventure|Drama
265,X-Men (2000),3.5,Action|Adventure|Sci-Fi
265,Memento (2000),5.0,Mystery|Thriller
265,Shrek (2001),5.0,Adventure|Animation|Children|Comedy|Fantasy|Romance
265,"Monsters, Inc. (2001)",3.5,Adventure|Animation|Children|Comedy|Fantasy
265,Ocean's Eleven (2001),3.5,Crime|Thriller
265,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.0,Comedy|Romance
265,"Lord of the Rings: The Fellowship of the Ring, The (2001)",3.0,Adventure|Fantasy
265,"Lord of the Rings: The Two Towers, The (2002)",3.0,Adventure|Fantasy
265,Kill Bill: Vol. 1 (2003),5.0,Action|Crime|Thriller
265,"Lord of the Rings: The Return of the King, The (2003)",3.0,Action|Adventure|Drama|Fantasy
265,Eternal Sunshine of the Spotless Mind (2004),5.0,Drama|Romance|Sci-Fi
265,"Incredibles, The (2004)",3.5,Action|Adventure|Animation|Children|Comedy
265,Batman Begins (2005),3.5,Action|Crime|IMAX
265,"Dark Knight, The (2008)",5.0,Action|Crime|Drama|IMAX
265,Inception (2010),4.0,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
320,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
320,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),4.5,Mystery|Sci-Fi|Thriller
320,Seven (a.k.a. Se7en) (1995),5.0,Mystery|Thriller
320,"Usual Suspects, The (1995)",4.0,Crime|Mystery|Thriller
320,Braveheart (1995),5.0,Action|Drama|War
320,Apollo 13 (1995),5.0,Adventure|Drama|IMAX
320,Star Wars: Episode IV - A New Hope (1977),5.0,Action|Adventure|Sci-Fi
320,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),5.0,Action|Crime|Drama|Thriller
320,Pulp Fiction (1994),4.0,Comedy|Crime|Drama|Thriller
320,"Shawshank Redemption, The (1994)",5.0,Crime|Drama
320,Ace Ventura: Pet Detective (1994),3.0,Comedy
320,Forrest Gump (1994),5.0,Comedy|Drama|Romance|War
320,"Lion King, The (1994)",3.5,Adventure|Animation|Children|Drama|Musical|IMAX
320,"Mask, The (1994)",3.5,Action|Comedy|Crime|Fantasy
320,Speed (1994),4.5,Action|Romance|Thriller
320,True Lies (1994),4.5,Action|Adventure|Comedy|Romance|Thriller
320,"Fugitive, The (1993)",4.5,Thriller
320,Jurassic Park (1993),4.5,Action|Adventure|Sci-Fi|Thriller
320,Mrs. Doubtfire (1993),4.0,Comedy|Drama
320,Schindler's List (1993),5.0,Drama|War
320,Blade Runner (1982),3.0,Action|Sci-Fi|Thriller
320,Aladdin (1992),3.5,Adventure|Animation|Children|Comedy|Musical
320,Terminator 2: Judgment Day (1991),5.0,Action|Sci-Fi
320,Dances with Wolves (1990),4.5,Adventure|Drama|Western
320,Batman (1989),4.0,Action|Crime|Thriller
320,"Silence of the Lambs, The (1991)",5.0,Crime|Horror|Thriller
320,Beauty and the Beast (1991),3.0,Animation|Children|Fantasy|Musical|Romance|IMAX
320,Pretty Woman (1990),4.5,Comedy|Romance
320,Fargo (1996),4.5,Comedy|Crime|Drama|Thriller
320,Mission: Impossible (1996),4.5,Action|Adventure|Mystery|Thriller
320,Independence Day (a.k.a. ID4) (1996),4.5,Action|Adventure|Sci-Fi|Thriller
320,"Godfather, The (1972)",5.0,Crime|Drama
320,Die Hard (1988),4.5,Action|Crime|Thriller
320,Reservoir Dogs (1992),4.5,Crime|Mystery|Thriller
320,E.T. the Extra-Terrestrial (1982),5.0,Children|Drama|Sci-Fi
320,Monty Python and the Holy Grail (1975),4.0,Adventure|Comedy|Fantasy
320,One Flew Over the Cuckoo's Nest (1975),5.0,Drama
320,Star Wars: Episode V - The Empire Strikes Back (1980),5.0,Action|Adventure|Sci-Fi
320,"Princess Bride, The (1987)",4.5,Action|Adventure|Comedy|Fantasy|Romance
320,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),5.0,Action|Adventure
320,Aliens (1986),4.0,Action|Adventure|Horror|Sci-Fi
320,Star Wars: Episode VI - Return of the Jedi (1983),4.5,Action|Adventure|Sci-Fi
320,Goodfellas (1990),5.0,Crime|Drama
320,Alien (1979),4.0,Horror|Sci-Fi
320,"Godfather: Part II, The (1974)",5.0,Crime|Drama
320,"Terminator, The (1984)",5.0,Action|Sci-Fi|Thriller
320,Groundhog Day (1993),4.5,Comedy|Fantasy|Romance
320,Back to the Future (1985),5.0,Adventure|Comedy|Sci-Fi
320,Indiana Jones and the Last Crusade (1989),4.5,Action|Adventure
320,"Fifth Element, The (1997)",4.5,Action|Adventure|Comedy|Sci-Fi
320,Men in Black (a.k.a. MIB) (1997),4.0,Action|Comedy|Sci-Fi
320,"Truman Show, The (1998)",4.0,Comedy|Drama|Sci-Fi
320,Good Will Hunting (1997),4.5,Drama|Romance
320,Titanic (1997),4.5,Drama|Romance
320,Saving Private Ryan (1998),5.0,Action|Drama|War
320,American History X (1998),4.5,Crime|Drama
320,"Matrix, The (1999)",5.0,Action|Sci-Fi|Thriller
320,"Sixth Sense, The (1999)",5.0,Drama|Horror|Mystery
320,American Beauty (1999),5.0,Drama|Romance
320,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
320,Gladiator (2000),4.5,Action|Adventure|Drama
320,X-Men (2000),5.0,Action|Adventure|Sci-Fi
320,Memento (2000),4.5,Mystery|Thriller
320,Shrek (2001),4.0,Adventure|Animation|Children|Comedy|Fantasy|Romance
320,Ocean's Eleven (2001),4.0,Crime|Thriller
320,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.0,Comedy|Romance
320,"Lord of the Rings: The Fellowship of the Ring, The (2001)",2.5,Adventure|Fantasy
320,"Beautiful Mind, A (2001)",5.0,Drama|Romance
320,"Lord of the Rings: The Two Towers, The (2002)",3.5,Adventure|Fantasy
320,Finding Nemo (2003),3.5,Adventure|Animation|Children|Comedy
320,Pirates of the Caribbean: The Curse of the Black Pearl (2003),3.5,Action|Adventure|Comedy|Fantasy
320,Kill Bill: Vol. 1 (2003),5.0,Action|Crime|Thriller
320,"Lord of the Rings: The Return of the King, The (2003)",3.5,Action|Adventure|Drama|Fantasy
320,Eternal Sunshine of the Spotless Mind (2004),4.5,Drama|Romance|Sci-Fi
320,"Incredibles, The (2004)",3.0,Action|Adventure|Animation|Children|Comedy
320,"Dark Knight, The (2008)",4.5,Action|Crime|Drama|IMAX
320,WALL·E (2008),4.0,Adventure|Animation|Children|Romance|Sci-Fi
320,Inception (2010),4.5,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
354,Toy Story (1995),4.0,Adventure|Animation|Children|Comedy|Fantasy
354,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),4.0,Mystery|Sci-Fi|Thriller
354,Seven (a.k.a. Se7en) (1995),4.0,Mystery|Thriller
354,"Usual Suspects, The (1995)",4.0,Crime|Mystery|Thriller
354,Braveheart (1995),4.0,Action|Drama|War
354,Apollo 13 (1995),4.0,Adventure|Drama|IMAX
354,Star Wars: Episode IV - A New Hope (1977),5.0,Action|Adventure|Sci-Fi
354,Pulp Fiction (1994),5.0,Comedy|Crime|Drama|Thriller
354,"Shawshank Redemption, The (1994)",4.0,Crime|Drama
354,Forrest Gump (1994),4.0,Comedy|Drama|Romance|War
354,"Lion King, The (1994)",4.5,Adventure|Animation|Children|Drama|Musical|IMAX
354,"Mask, The (1994)",3.0,Action|Comedy|Crime|Fantasy
354,Speed (1994),4.0,Action|Romance|Thriller
354,True Lies (1994),4.0,Action|Adventure|Comedy|Romance|Thriller
354,"Fugitive, The (1993)",4.0,Thriller
354,Jurassic Park (1993),4.5,Action|Adventure|Sci-Fi|Thriller
354,Mrs. Doubtfire (1993),3.0,Comedy|Drama
354,Schindler's List (1993),5.0,Drama|War
354,Blade Runner (1982),4.0,Action|Sci-Fi|Thriller
354,Terminator 2: Judgment Day (1991),4.0,Action|Sci-Fi
354,Dances with Wolves (1990),4.0,Adventure|Drama|Western
354,Batman (1989),3.0,Action|Crime|Thriller
354,"Silence of the Lambs, The (1991)",4.0,Crime|Horror|Thriller
354,Beauty and the Beast (1991),4.0,Animation|Children|Fantasy|Musical|Romance|IMAX
354,Fargo (1996),5.0,Comedy|Crime|Drama|Thriller
